StoreID,latitude,longitude,visits,Grocery_Stores_1mile,Food_Outlets_1mile,Educational_Institutions_1mile,Residential_Housing_1mile,Commercial_Housing_1mile,Fuel_Stations_Car_Wash_1mile,Hospitals_3miles,Apparels_3miles,Tourist_Destinations_5miles,Hotels_5miles,Airports_5miles,City,State,County,Census Tract Code,Census Block Code,Total_Population,Total_Households,Family_Households,Non_Family_Households,Median_Household_Income,Household_Income_Under50k,Household_Income_50to100k,Household_Income_100to200k,Household_Income_200k+,Median_Age,Population_Male_Under15,Population_Male_15to64,Population_Male_65+,Population_Female_Under15,Population_Female_15to64,Population_Female_65+,Driving Distance to Nearest Motorway,Duration to Nearest Motorway,Traffic (AADT)
176,39.73842991,-89.70178091,29505,4,10,0,18,60,2,4,13,4,13,2,Springfield,IL,Sangamon County,3603,2047,0,845,580,265,160689,73,164,302,306,48.6,0,0,0,0,0,0,0.7 mi,2 mins,
177,42.71613853,-83.0321395,27868,7,10,0,19,1,4,3,0,6,0,1,Washington,MI,Macomb County,215300,2025,1410,923,600,323,73125,237,357,295,34,43.4,20,643,38,78,552,79,0.8 mi,3 mins,45211
178,41.76787959,-88.20946516,28992,18,59,2,148,60,9,27,13,5,17,6,Aurora,IL,Dupage County,846509,3000,1133,1337,964,373,120212,69,421,569,278,33.4,83,347,72,91,392,148,3.7 mi,11 mins,
179,41.93761495,-84.95942217,30218,7,2,0,0,1,3,3,0,0,0,5,Coldwater,MI,Branch County,951301,1029,1757,538,324,214,62813,234,154,102,48,41.2,98,554,143,112,615,235,1.0 mi,4 mins,2501
180,43.03927805,-86.21685178,32063,7,14,1,2,1,5,3,0,2,0,4,Grand Haven,MI,Ottawa County,21204,3011,1378,436,171,265,59321,84,287,65,0,30.9,122,468,60,173,448,107,3.5 mi,8 mins,6133
181,40.15061267,-82.92538021,34761,4,22,0,17,7,3,7,6,1,13,3,Westerville,OH,Delaware County,11762,1009,3348,565,469,96,112135,75,154,254,82,28.5,309,1042,150,259,1249,339,3.2 mi,9 mins,21489
182,41.90077437,-88.34366785,33594,10,24,1,10,8,7,13,8,3,5,7,Saint Charles,IL,Kane County,852204,1029,1546,684,548,136,131429,64,112,401,107,33.5,9,303,504,10,207,513,9.1 mi,18 mins,
183,42.01191187,-88.33390062,24959,4,14,16,0,2,6,7,0,6,8,4,Elgin,IL,Kane County,851908,3007,1153,697,552,145,83850,65,363,216,53,38.4,42,474,99,85,375,78,3.4 mi,8 mins,
184,37.9962746,-84.53123263,23396,10,46,4,9,11,7,38,12,8,7,9,Lexington,KY,Fayette County,4204,1003,2277,710,351,359,59826,239,289,132,50,42.5,142,921,100,215,793,106,1.4 mi,7 mins,
185,42.70567306,-83.28715872,39373,11,13,0,0,1,8,8,8,4,2,2,Auburn Hills,MI,Oakland County,140500,4000,1394,0,0,0,0,0,0,0,0,0,53,369,188,234,388,162,0.7 mi,3 mins,30757
186,40.46997347,-86.95677675,30785,5,10,3,171,4,6,7,2,1,3,4,West Lafayette,IN,Tippecanoe County,10206,1005,771,748,523,225,88393,295,126,238,89,53.2,48,340,24,120,211,28,20.4 mi,25 mins,22380
187,43.58267624,-83.83933658,24999,7,12,0,2,0,5,3,0,0,0,5,Bay City,MI,Bay County,285201,5005,2591,727,158,569,28424,598,129,0,0,66.5,83,1354,113,176,763,102,6.5 mi,14 mins,16568
188,42.37748816,-83.33095332,36919,9,32,2,14,61,4,15,5,7,0,4,Livonia,MI,Wayne County,558301,1028,1394,3,0,3,0,3,0,0,0,0,19,438,149,69,442,277,0.6 mi,3 mins,148440
189,41.31016089,-84.35736395,17214,6,8,14,1,21,2,6,0,0,0,3,Defiance,OH,Defiance County,958100,3047,2721,545,407,138,82198,149,136,226,34,46.4,177,752,250,146,944,452,4.0 mi,6 mins,2059
190,41.66929,-84.99658987,22214,5,2,0,0,1,3,1,0,2,1,3,Angola,IN,Steuben County,971300,2006,1071,755,485,270,47439,379,227,149,0,34.2,91,240,101,274,216,149,3.6 mi,9 mins,24777
191,42.45226193,-85.66022865,31888,10,15,0,17,5,9,3,0,1,0,3,Plainwell,MI,Allegan County,32000,3004,416,495,396,99,56875,225,171,99,0,35.5,11,119,23,66,187,10,0.5 mi,3 mins,1429
192,42.2927149,-88.97611976,31109,3,8,1,0,23,4,53,10,4,19,4,Rockford,IL,Winnebago County,512,2007,844,561,311,250,65439,111,303,87,60,33.9,36,289,53,31,258,177,5.4 mi,9 mins,
193,43.95867606,-86.37723327,23896,2,5,0,4,0,2,4,2,0,6,3,Ludington,MI,Mason County,950600,3047,2357,638,415,223,61818,232,265,141,0,39.8,73,1096,198,121,654,215,8.3 mi,11 mins,1648
194,42.55537511,-84.81422383,30625,2,0,0,0,0,1,1,0,0,0,2,Charlotte,MI,Eaton County,21002,3009,604,317,253,64,106328,49,101,167,0,54.3,29,134,160,53,151,77,0.4 mi,2 mins,26269
195,42.2632833,-85.17280004,43304,9,8,1,10,0,4,4,0,4,1,4,Battle Creek,MI,Calhoun County,1900,3016,1179,233,167,66,89306,57,76,81,19,40.5,165,331,24,228,294,137,1.0 mi,4 mins,927
196,42.18878719,-85.60324778,35387,4,3,3,26,3,3,6,8,2,1,7,Portage,MI,Kalamazoo County,2002,1013,1170,285,257,28,84653,21,151,106,7,47.4,0,317,174,177,194,308,3.9 mi,9 mins,10984
197,42.84021494,-83.27073324,27614,2,2,2,0,0,1,2,0,0,0,4,Oxford,MI,Oakland County,121000,4005,1804,334,184,150,140333,49,45,220,20,37.4,67,654,100,273,624,86,13.8 mi,21 mins,24023
198,41.95517844,-88.12275946,26251,6,9,1,0,5,2,6,0,2,4,5,Bloomingdale,IL,Dupage County,841112,1028,1234,803,419,384,112411,157,186,271,189,42.8,0,420,86,12,364,352,2.3 mi,7 mins,
199,42.84620782,-85.6197811,42255,6,16,3,111,3,3,9,1,1,1,2,Caledonia,MI,Kent County,14809,1015,1337,1223,879,344,76354,350,395,447,31,42.2,123,665,17,171,313,48,0.7 mi,3 mins,25434
201,43.17450456,-85.27723347,42096,6,9,3,15,2,5,2,0,0,0,2,Greenville,MI,Montcalm County,971300,4005,1445,870,624,246,73636,322,247,254,47,39.7,151,451,174,128,429,112,27.5 mi,30 mins,6135
203,43.69088312,-85.51696478,34922,6,4,1,16,0,4,4,0,2,1,4,Big Rapids,MI,Mecosta County,960702,2018,1514,477,321,156,62974,233,133,83,28,46.1,39,701,57,55,580,82,0.6 mi,3 mins,19422
204,39.63770647,-86.3356715,23407,2,9,0,0,0,2,2,1,0,0,4,Camby,IN,Hendricks County,210608,1004,1338,667,388,279,66336,246,250,154,17,30.2,118,283,144,175,408,210,5.3 mi,10 mins,2513
205,42.93324508,-85.37447143,27374,4,3,0,0,0,4,1,0,1,0,4,Lowell,MI,Kent County,12003,4001,1449,844,605,239,87891,249,322,255,18,34.5,58,648,58,43,397,245,6.0 mi,11 mins,13105
206,42.17031144,-88.33847774,23875,16,38,2,56,7,9,14,17,0,2,6,Algonquin,IL,McHenry County,871206,4015,1073,789,562,227,128355,94,152,324,219,35.3,55,366,91,163,273,125,12.4 mi,19 mins,
207,40.51255401,-88.94647135,36077,15,38,2,8,17,12,31,18,10,4,6,Normal,IL,McLean County,504,1021,2713,1420,762,658,63194,424,676,253,67,40.2,212,901,134,235,973,258,1.7 mi,4 mins,
208,42.23199708,-83.19630222,31750,15,19,10,52,1,13,89,19,20,6,3,Lincoln Park,MI,Wayne County,577800,3015,2780,405,270,135,57950,190,166,49,0,37.6,294,855,234,43,914,440,2.3 mi,7 mins,4428
209,42.82911435,-84.53700652,29894,5,8,0,0,5,3,2,0,2,2,6,Dewitt,MI,Clinton County,10104,2023,1179,268,183,85,54808,89,108,63,8,51,93,260,114,164,385,163,6.3 mi,10 mins,1035
210,42.73816531,-84.74158761,30794,6,11,0,19,9,7,5,1,1,5,2,Grand Ledge,MI,Eaton County,20404,1005,1608,742,391,351,45948,491,118,82,51,62.9,167,475,126,163,530,147,4.9 mi,10 mins,8902
211,41.5470039,-83.58876923,27568,10,25,0,24,18,11,10,13,3,4,3,Perrysburg,OH,Wood County,20701,1095,1125,291,95,196,49904,146,127,18,0,61.5,109,249,130,149,402,86,3.2 mi,9 mins,10622
212,39.98825484,-82.78807133,27200,8,6,2,164,2,5,4,3,2,3,6,Reynoldsburg,OH,Franklin County,7302,2018,577,1315,894,421,85523,109,772,434,0,38.1,57,171,71,45,159,74,4.9 mi,14 mins,17418
213,43.25293912,-83.76539923,32446,7,22,0,0,2,6,0,48,1,1,1,Birch Run,MI,Saginaw County,13100,3007,1667,245,161,84,59417,111,65,53,16,48.6,74,563,210,89,520,211,11.1 mi,13 mins,3282
214,41.63492532,-88.19976449,23785,5,5,0,0,0,2,9,1,0,6,1,Plainfield,IL,Will County,880411,1033,757,774,605,169,127083,119,136,405,114,35.5,168,154,106,86,169,74,2.5 mi,7 mins,
215,41.72126731,-88.03578226,27571,8,28,2,20,2,12,10,7,1,11,7,Woodridge,IL,Will County,880117,1000,1069,188,132,56,153207,43,24,90,31,35.2,53,276,170,132,265,173,0.7 mi,3 mins,
216,42.96999411,-85.77911911,54147,4,26,0,33,6,6,1,1,1,1,2,Grand Rapids,MI,Kent County,11702,1016,1405,724,562,162,91071,137,244,291,52,31.5,76,499,112,52,566,100,4.0 mi,9 mins,2486
217,42.82889801,-86.09050629,40788,10,34,1,0,3,3,4,19,4,6,0,Holland,MI,Ottawa County,23102,4003,2360,710,341,369,50079,353,298,59,0,31.4,110,809,173,271,678,319,2.0 mi,5 mins,11396
218,42.35991135,-88.27086195,27717,11,27,2,15,1,7,5,5,2,2,3,McHenry,IL,McHenry County,870604,2009,1567,1050,696,354,80395,360,284,231,175,41.5,46,539,177,114,551,140,10.8 mi,17 mins,
219,41.63121453,-87.92778295,23866,7,28,1,4,1,6,4,1,2,1,1,Homer Glen,IL,Will County,881011,2000,1184,624,416,208,103103,179,122,279,44,37.2,40,318,82,147,437,160,14.7 mi,18 mins,
220,38.34927,-85.79309915,32995,4,9,2,0,0,3,5,2,4,0,3,New Albany,IN,Floyd County,71005,3006,1803,353,302,51,78950,108,133,101,11,38.2,101,657,110,123,619,193,7.5 mi,14 mins,4728
221,42.87970736,-85.74861374,36339,11,30,1,13,8,5,10,14,1,3,4,Grandville,MI,Kent County,13200,4020,1043,899,554,345,67446,291,307,301,0,47.8,0,294,49,91,404,205,9.5 mi,13 mins,28756
222,42.52302559,-83.09738035,33525,22,26,5,80,4,11,22,5,46,14,4,Madison Heights,MI,Oakland County,181001,5000,3127,219,32,187,53092,105,104,10,0,57.6,134,1090,204,219,1132,348,3.9 mi,8 mins,26788
223,39.19463749,-84.65766588,28197,2,4,1,522,3,4,5,0,2,0,3,Cincinnati,OH,Hamilton County,20604,3000,956,427,207,220,62514,195,202,30,0,37.3,0,420,51,10,264,211,0.9 mi,4 mins,44916
224,39.16162668,-84.42778835,15051,9,38,2,2309,31,9,15,33,45,2,10,Cincinnati,OH,Hamilton County,27600,1013,1713,862,177,685,70800,239,436,158,29,29.7,92,554,104,244,586,133,3.7 mi,8 mins,10974
227,42.65176541,-83.53182334,22089,4,2,1,0,8,2,3,1,7,0,1,White Lake,MI,Oakland County,130100,2008,775,471,370,101,90417,118,154,141,58,40.5,0,289,98,8,138,242,17.1 mi,26 mins,715
228,42.04792647,-87.99627523,22486,8,21,1,4,8,28,10,8,7,38,7,Rolling Meadows,IL,Cook County,805107,2008,1563,533,218,315,72664,165,301,67,0,35.5,30,565,229,34,514,191,1.7 mi,5 mins,
229,42.90882985,-82.49728907,39864,7,11,4,0,0,7,6,0,2,0,4,Marysville,MI,St. Clair County,637200,2001,1004,368,272,96,76793,74,213,72,9,39.3,0,302,159,20,172,351,10.9 mi,16 mins,4973
230,40.0353005,-85.99136509,32768,13,21,0,6,0,11,11,2,2,0,9,Noblesville,IN,Hamilton County,110513,3030,3147,1723,1351,372,144511,341,227,545,610,40.1,197,1102,22,394,1387,45,1.2 mi,4 mins,29564
231,42.50014987,-83.28234832,32541,3,15,0,140,13,3,6,4,7,1,6,Southfield,MI,Oakland County,160800,3000,771,352,131,221,0,113,108,14,117,31.2,58,189,122,37,236,129,0.9 mi,3 mins,25548
232,43.15651478,-86.20192006,44781,4,18,0,0,18,3,1,0,1,0,5,Muskegon,MI,Muskegon County,2800,1001,2547,729,403,326,65729,274,308,125,22,54.8,102,822,224,229,796,374,0.5 mi,3 mins,9222
233,42.27884594,-83.20417661,44011,15,29,16,41,1,5,43,14,15,6,3,Allen Park,MI,Wayne County,981902,1005,1964,0,0,0,0,0,0,0,0,0,123,626,216,88,690,221,3.5 mi,7 mins,3057
234,39.83663068,-83.08072682,25512,4,14,0,0,6,4,9,2,1,5,2,Grove City,OH,Franklin County,9751,2024,3090,783,599,184,135875,147,180,361,95,47.4,383,1112,76,336,1052,131,0.5 mi,3 mins,23528
235,40.22815059,-83.33699678,20117,5,13,0,70,4,4,5,0,0,0,2,Marysville,OH,Union County,50602,1041,1280,910,542,368,65515,338,381,191,0,36.4,72,397,146,138,327,200,1.5 mi,4 mins,42119
236,44.77059826,-85.47697494,23342,1,1,0,20,0,1,0,0,9,1,1,Williamsburg,MI,Grand Traverse County,550102,3047,2262,498,380,118,85983,122,219,120,37,45.5,111,710,221,236,712,272,31.7 mi,36 mins,14134
237,42.5098673,-83.04942131,37197,8,7,0,1,4,6,20,5,8,10,2,Warren,MI,Macomb County,261000,1022,1606,1233,646,587,69509,482,455,225,71,47.1,28,538,45,104,760,131,1.2 mi,3 mins,13783
239,41.69944996,-88.31054192,27198,9,41,3,34,1,5,5,8,2,3,2,Oswego,IL,Kendall County,890103,2010,1552,930,888,42,153063,42,391,384,113,33.5,93,503,147,88,485,236,12.6 mi,22 mins,
240,39.25101843,-84.6037783,21478,12,50,1,1445,16,4,6,30,2,0,5,Cincinnati,OH,Hamilton County,20701,1002,2949,184,91,93,0,92,25,67,0,40.5,209,850,297,184,1052,357,4.7 mi,8 mins,79410
241,39.86892051,-84.10329559,27061,4,3,1,18,0,4,1,0,1,7,5,Dayton,OH,Montgomery County,100102,2007,1275,620,412,208,71739,109,354,142,15,43,98,531,39,115,449,43,0.6 mi,3 mins,5619
242,42.72259905,-82.74123349,27339,5,2,1,0,0,4,3,0,0,0,2,Lenox,MI,Macomb County,218002,1022,941,523,377,146,51153,208,295,20,0,38.9,92,252,66,180,301,50,0.8 mi,3 mins,2316
244,43.01482642,-83.55250666,36351,3,8,0,151,0,4,3,4,2,0,3,Davison,MI,Genesee County,11611,2000,3354,516,283,233,43000,314,183,19,0,30.8,430,886,54,480,1404,100,0.7 mi,3 mins,6474
245,42.63873511,-83.74429665,26757,6,20,2,0,10,3,2,0,18,0,5,Hartland,MI,Livingston County,713100,2010,2123,738,407,331,91303,139,310,189,100,47.1,140,871,167,157,623,165,0.7 mi,3 mins,7107
246,39.84924555,-82.77722418,28556,2,6,0,0,6,1,5,1,2,0,2,Canal Winchester,OH,Fairfield County,33000,1027,1843,1008,762,246,96990,176,346,293,193,48.1,177,483,265,124,446,348,0.9 mi,4 mins,7912
247,40.08606269,-88.18734937,26112,4,7,2,10,7,3,18,4,4,6,6,Urbana,IL,Champaign County,5602,1005,2389,953,281,672,43074,570,159,152,72,30.5,44,1016,95,155,992,87,5.6 mi,13 mins,
248,43.21716682,-85.57921385,28854,5,12,0,0,1,3,1,0,0,0,2,Cedar Springs,MI,Kent County,10302,3041,1199,1025,738,287,91875,320,251,431,23,37.4,102,212,117,54,374,340,0.6 mi,2 mins,10001
249,40.2902389,-83.03184598,19487,4,3,0,10,3,2,3,2,0,1,5,Delaware,OH,Delaware County,12200,1000,1259,1135,622,513,70879,373,537,183,42,40.2,119,373,90,107,447,123,4.6 mi,10 mins,2706
250,45.02452013,-84.72333364,23673,5,3,0,0,0,4,4,0,0,1,3,Gaylord,MI,Otsego County,950300,1089,1654,902,490,412,34677,593,269,26,14,51.5,58,570,74,115,685,152,1.9 mi,5 mins,13096
251,42.02596364,-86.51614543,39272,8,12,1,0,0,7,1,0,0,0,1,Stevensville,MI,Berrien County,1400,3013,2416,667,411,256,84792,267,227,151,22,50.3,116,949,107,293,852,99,3.2 mi,6 mins,2091
253,42.77391533,-84.41764431,27494,4,2,1,0,2,4,4,0,5,3,0,East Lansing,MI,Clinton County,11106,1005,1370,632,379,253,67361,161,227,156,88,37.8,93,312,149,89,428,299,0.8 mi,5 mins,15522
254,42.84274961,-85.86413777,29153,8,9,0,0,0,10,0,0,2,0,5,Hudsonville,MI,Ottawa County,23001,2026,804,866,660,206,105000,138,282,381,65,30.8,18,120,227,35,157,247,14.7 mi,16 mins,1808
256,39.71272119,-86.38366177,27939,8,19,4,1,3,4,4,14,4,0,11,Plainfield,IN,Hendricks County,210802,4003,699,752,455,297,62279,222,208,141,181,35.7,34,285,33,36,263,48,6.9 mi,13 mins,2365
257,45.34676868,-84.96438835,27146,4,3,1,45,4,2,13,6,1,0,0,Petoskey,MI,Emmet County,970800,5015,535,713,371,342,39732,421,262,30,0,39,151,105,0,65,180,34,27.6 mi,32 mins,5952
258,37.73807385,-84.33374968,35456,5,16,0,133,11,6,2,1,2,0,1,Richmond,KY,Madison County,10702,3006,1828,234,167,67,109167,20,89,105,20,46.3,56,658,188,142,497,287,0.5 mi,3 mins,
259,42.96824312,-83.82682982,28676,5,7,1,0,22,5,1,4,0,0,3,Swartz Creek,MI,Genesee County,12702,1020,2655,758,509,249,59338,331,303,69,55,43.2,75,1760,119,135,328,238,0.8 mi,3 mins,8374
260,42.6434586,-83.20602459,23192,4,8,10,4,2,3,5,15,6,3,5,Rochester,MI,Oakland County,194500,2001,1353,0,0,0,0,0,0,0,0,0,112,500,91,47,422,181,2.7 mi,7 mins,24642
262,41.60472957,-87.79085086,20173,8,20,1,30,1,7,7,0,1,12,3,Orland Park,IL,Cook County,824508,1018,2510,667,346,321,61397,298,145,170,54,57.6,81,1014,191,267,660,297,5.1 mi,11 mins,
265,41.72463607,-87.68551938,19832,20,28,10,6,7,9,28,5,5,20,4,Evergreen Park,IL,Cook County,821600,3034,2164,997,615,382,74455,313,321,348,15,33.1,115,726,196,354,648,125,3.8 mi,13 mins,
266,41.55285106,-87.18101759,31343,7,12,0,0,1,4,3,0,4,7,3,Portage,IN,Porter County,50506,2010,822,690,488,202,91844,215,156,316,3,33.8,112,154,44,93,408,11,2.8 mi,7 mins,3916
267,41.26016968,-85.84124328,25460,4,13,0,0,0,4,5,3,3,4,6,Warsaw,IN,Kosciusko County,962000,3002,1462,551,351,200,50046,275,171,83,22,54.6,112,580,36,38,647,49,34.0 mi,44 mins,1690
268,42.44431634,-83.11923713,41264,13,11,3,6,21,9,23,11,49,2,2,Highland Park,MI,Wayne County,508000,2005,1038,0,0,0,0,0,0,0,0,0,41,424,37,93,407,36,2.5 mi,8 mins,5676
269,40.18762102,-87.62628859,34860,4,9,0,0,0,1,0,0,1,0,4,Danville,IL,Vermilion County,1200,1019,507,684,232,452,38289,412,193,66,13,63.1,0,170,105,0,128,104,6.5 mi,15 mins,
270,43.39830115,-84.66244093,34160,9,14,2,0,0,6,3,0,1,0,1,Alma,MI,Gratiot County,500,1006,1582,537,237,300,37150,405,108,24,0,53.6,0,431,225,106,434,386,1.2 mi,4 mins,2449
271,42.40650877,-86.25644744,22851,11,20,1,27,66,8,4,0,2,0,5,South Haven,MI,Van Buren County,10500,3036,1059,684,266,418,37989,439,95,150,0,62.3,86,483,26,61,362,41,3.1 mi,4 mins,3251
272,36.95645049,-86.43775717,24250,7,5,3,103,0,4,18,1,4,5,6,Bowling Green,KY,Warren County,10600,3012,2689,695,242,453,43505,413,179,85,18,44.8,64,997,285,126,928,289,3.0 mi,12 mins,
273,41.49946857,-87.8902725,26476,5,8,0,0,3,3,6,2,3,3,1,Frankfort,IL,Will County,883515,1023,614,546,454,92,146125,124,73,181,168,39.6,58,170,0,62,296,28,11.9 mi,19 mins,
274,43.31418444,-87.92193318,23284,8,4,1,0,1,2,3,0,0,0,6,Grafton,WI,Ozaukee County,640201,2010,1298,423,347,76,139972,110,40,175,98,39.6,130,432,132,107,408,89,1.1 mi,4 mins,
275,43.11025899,-88.24282885,20143,1,0,0,0,1,1,3,0,0,2,8,Pewaukee,WI,Waukesha County,203304,3001,1701,291,271,20,134925,22,27,178,64,36,235,507,172,101,435,251,3.3 mi,7 mins,
276,42.98611041,-88.21945741,19207,10,16,1,0,6,5,3,3,0,2,4,Waukesha,WI,Waukesha County,202103,1035,1599,846,528,318,100644,74,332,316,124,43.7,138,734,19,96,486,126,5.1 mi,13 mins,
277,43.07331142,-88.05083219,24463,7,32,7,17,8,2,23,55,26,5,6,Milwaukee,WI,Milwaukee County,90300,1007,1680,494,268,226,72500,179,141,151,23,35.5,132,387,179,108,695,179,2.4 mi,6 mins,
278,42.11068633,-83.28940068,29114,7,19,3,32,1,6,7,2,4,0,3,Flat Rock,MI,Wayne County,599001,2013,639,632,416,216,61458,192,266,104,70,38.5,12,117,175,0,171,164,5.4 mi,12 mins,8335
279,44.26685976,-86.29527868,20976,4,2,0,0,1,3,4,1,2,2,5,Manistee,MI,Manistee County,400,3026,826,438,293,145,43947,235,177,26,0,52.4,24,251,58,140,246,107,37.0 mi,43 mins,886
280,41.53050595,-87.71056583,23164,4,5,1,0,1,4,10,2,1,17,3,Flossmoor,IL,Cook County,829902,3042,971,941,763,178,92952,46,599,180,116,50.6,99,329,93,14,361,75,2.6 mi,6 mins,
281,42.36828081,-89.01144049,34605,6,12,0,0,10,2,6,0,2,1,2,Machesney Park,IL,Winnebago County,3805,2028,2355,1170,997,173,81413,280,420,399,71,41.5,206,848,201,217,631,252,6.9 mi,11 mins,
282,45.05880275,-83.47492318,24738,6,5,3,22,9,3,16,7,8,1,4,Alpena,MI,Alpena County,700,2000,1178,560,292,268,33906,360,153,47,0,48.9,99,863,14,17,89,96,79.4 mi,1 hour 26 mins,13567
283,42.89851314,-87.91480456,26073,9,25,4,46,6,6,9,0,3,10,15,Oak Creek,WI,Milwaukee County,160203,3010,1730,1177,473,704,56577,527,532,118,0,28.8,119,529,154,166,462,300,1.3 mi,5 mins,
284,42.56384538,-87.88524427,32299,5,16,1,0,2,3,10,1,6,10,6,Kenosha,WI,Kenosha County,2500,1007,2118,887,500,387,84896,277,297,206,107,48,222,625,97,233,885,56,3.7 mi,8 mins,
285,39.44255387,-87.32994989,27796,6,10,1,38,1,7,3,4,7,9,6,Terre Haute,IN,Vigo County,10602,1020,2212,1402,576,826,60682,558,436,334,74,30.9,239,787,160,146,781,99,0.8 mi,4 mins,1929
286,42.4120478,-83.25275099,33732,15,15,5,187,48,14,21,9,7,0,5,Detroit,MI,Wayne County,543200,2001,1542,168,84,84,39259,104,46,18,0,35.7,32,829,101,40,397,143,2.7 mi,8 mins,2380
287,38.00027328,-87.49571396,33755,4,19,1,0,19,3,15,3,6,2,9,Evansville,IN,Vanderburgh County,204,1003,816,592,216,376,36509,392,130,57,13,24.9,25,397,81,0,191,122,3.3 mi,8 mins,25343
288,37.75570761,-87.07564577,24524,4,13,2,76,0,0,7,3,0,0,4,Owensboro,KY,Daviess County,401,1000,1013,509,272,237,66152,110,256,95,48,30.7,31,410,57,113,326,76,0.4 mi,2 mins,
289,42.3815816,-88.06602661,30393,11,18,1,0,3,3,5,1,2,1,5,Round Lake Beach,IL,Lake County,861202,1031,1262,796,597,199,95697,229,213,255,99,38.2,9,527,87,118,374,147,7.5 mi,15 mins,
290,39.85338819,-86.12425445,26850,10,19,9,68,29,1,10,10,2,1,3,Indianapolis,IN,Marion County,321700,3017,1586,709,171,538,53125,345,121,216,27,52.3,66,496,44,220,707,53,4.6 mi,13 mins,5174
291,41.78654775,-85.42454648,26937,9,6,2,1,4,7,8,0,1,3,4,Sturgis,MI,St. Joseph County,40600,1011,1438,727,504,223,32457,456,184,87,0,34.5,121,497,117,125,461,117,2.3 mi,5 mins,4543
292,42.96125035,-87.98635487,33026,3,5,2,5,1,5,17,8,8,12,15,Milwaukee,WI,Milwaukee County,120400,3012,3628,541,311,230,78438,137,239,152,13,48.4,442,1374,59,433,1274,46,0.3 mi,2 mins,
293,46.46557575,-84.38770668,26208,8,5,0,0,1,5,6,2,8,4,3,Dafter,MI,Chippewa County,970500,3009,1698,270,163,107,45833,161,50,53,6,37.5,105,621,173,155,503,141,1.7 mi,5 mins,2005
294,45.7517359,-87.08671772,24364,14,31,5,146,8,12,12,10,2,0,4,Escanaba,MI,Delta County,970500,2036,1908,740,598,142,61591,309,236,155,40,57.7,88,659,65,107,849,140,61.4 mi,1 hour 12 mins,2111
295,39.5054775,-86.07334124,21220,2,9,1,0,4,3,4,0,1,0,4,Franklin,IN,Johnson County,610802,1060,2079,965,625,340,68384,331,433,201,0,29,141,806,191,144,532,265,10.9 mi,17 mins,105158
296,39.88538679,-85.93536867,32182,1,1,0,6,1,1,2,0,1,0,4,McCordsville,IN,Hancock County,410201,3035,1235,1129,784,345,85250,185,562,255,127,45,12,226,255,98,304,340,5.7 mi,11 mins,16860
297,41.472435,-87.01869004,34690,7,23,0,14,4,5,13,4,5,3,2,Valparaiso,IN,Porter County,51009,2035,1468,871,471,400,73029,235,371,241,24,34.9,134,387,120,183,504,140,0.6 mi,3 mins,20520
298,44.53476288,-88.07725997,23611,9,20,0,0,4,7,10,6,41,6,8,Green Bay,WI,Brown County,20502,2047,1842,430,363,67,50000,215,102,85,28,46.1,45,652,157,129,580,279,1.9 mi,4 mins,
299,43.39391989,-88.18457004,23507,10,16,2,0,5,4,6,3,1,1,4,West Bend,WI,Washington County,420107,3001,1495,328,206,122,78426,79,136,55,58,55.2,146,622,78,116,463,70,0.4 mi,2 mins,
300,44.3004716,-88.41900764,21603,6,16,2,23,14,6,37,8,16,15,2,Appleton,WI,Outagamie County,12505,3007,1977,470,355,115,102500,79,147,152,92,38.6,87,598,249,47,715,281,0.7 mi,2 mins,
301,41.15891845,-87.8473378,33051,6,23,1,1,7,4,15,0,1,2,5,Bradley,IL,Kankakee County,10702,1007,1760,1036,527,509,45500,548,290,198,0,33.7,103,528,258,214,423,234,8.2 mi,12 mins,
302,46.5531495,-87.47197682,33863,8,15,1,8,9,3,8,2,7,2,2,Marquette,MI,Marquette County,2901,2054,1061,510,337,173,75893,176,138,134,62,38,81,328,59,100,434,59,,,8195
303,42.94601187,-85.07771263,31871,6,8,4,0,2,3,4,0,0,0,4,Ionia,MI,Ionia County,31900,4017,1551,853,604,249,63963,263,350,220,20,42.3,104,420,72,142,599,214,4.5 mi,8 mins,998
304,44.0763568,-87.71135032,11817,10,16,0,8,11,9,5,1,4,1,3,Manitowoc,WI,Manitowoc County,600,5019,1869,669,308,361,61989,299,171,187,12,50.1,79,620,135,156,630,249,0.7 mi,2 mins,
305,43.7548105,-87.75377958,21668,8,8,0,1,4,6,13,5,2,0,6,Sheboygan,WI,Sheboygan County,400,2022,1131,887,432,455,57841,399,256,167,65,44.5,149,389,124,47,364,58,2.9 mi,6 mins,
306,42.4802319,-82.98892635,37327,13,6,3,14,2,9,21,7,11,0,5,Warren,MI,Macomb County,262700,2001,2435,786,532,254,71100,233,271,240,42,38.5,104,842,221,203,979,86,1.8 mi,6 mins,132636
307,41.15922717,-81.4048665,27359,9,25,2,1,4,4,9,8,5,2,6,Stow,OH,Summit County,530501,3004,2527,1154,686,468,68029,400,575,157,22,43.6,205,737,309,152,757,367,7.1 mi,17 mins,18603
308,41.46135672,-81.99171826,25661,3,2,0,0,1,3,8,20,1,2,5,Avon,OH,Lorain County,13101,1028,1361,720,487,233,90517,146,237,167,170,53.2,30,521,24,17,711,58,4.2 mi,8 mins,4937
